562,翔
563,翠
564,耀
565,而
566,耶
567,耽
568,聡
569,聽
570,肇
571,肋
572,肴
573,胡
574,胤
575,脹
576,脩
577,腔
578,膏
579,臟
580,臥
581,與
582,舜
583,舵
584,芙
585,芥
586,芦
587,芭
588,芹
589,苑
590,苔
591,苺
592,茄
593,茅
594,茉
595,茜
596,茸
597,荻
598,莊
599,莉
600,莞
601,莫
602,菅
603,菖
604,菩
605,菫
606,菱
607,萄
608,萊
609,萌
610,萠
611,萬
612,萩
613,萱
614,葡
615,董
616,葦
617,葵
618,葺
619,蒐
620,蒔
621,蒙
622,蒲
623,蒼
624,蓉
625,蓑
626,蓬
627,蓮
628,蔓
629,蔣
630,蔦
631,蔭
632,蕃
633,蕉
634,蕎
635,蕗
636,蕨
637,蕪
638,蕾
639,薗
640,薙
641,薩
642,薰
643,藁
644,藏
645,藝
646,藥
647,蘇
648,蘭
649,虛
650,蝦
651,蝶
652,螺
653,蟬
654,蟹
655,蠟
656,衞
657,衿
658,袈
659,袴
660,裝
661,裟
662,裡
663,裳
664,襖
665,覽
666,訊
667,訣
668,註
669,詢
670,詫
671,誼
672,諄
673,諏
674,諒
675,諺
676,謂
677,謠
678,讃
679,讓
680,豹
681,貰
682,賑
683,賣
684,賴
685,赳
686,跨
687,蹄
688,蹟
689,輔
690,輯
691,輿
692,轉
693,轟
694,辰
695,辻
696,辿
697,迂
698,迄
699,迦
700,迪
701,逗
702,這
703,逞
704,逢
705,遁
706,遙
707,遥
708,遼
709,邑
710,郁
711,郞
712,鄭
713,酉
714,醉
715,醍
716,醇
717,醐
718,醬
719,釀
720,釉
721,釘
722,釧
723,銑
724,鋒
725,錄
726,錆
727,鋸
728,錐
729,錘
730,錫
731,鍊
732,鍬
733,鎧
734,鎭
735,鑄
736,閃
737,閏
738,閤
739,阿
740,陀
741,陷
742,隈
743,險
744,隼
745,雀
746,雁
747,雛
748,雜
749,雫
750,霞
751,靖
752,靜
753,鞄
754,鞍
755,鞘
756,鞠
757,鞭
758,頁
759,頌
760,頗
761,顚
762,顯
763,颯
764,飜
765,饗
766,馨
767,馳
768,馴
769,駈
770,駕
771,駿
